institute_num,semester,course_name,studyyear,course_name_tomatch,matched_name,matched_name_full,matched_id,matched_dist
2400,E15,Field Methods With Synopsis,15/16,Field Methods With Synopsis, Field Methods with Synopsis, Field Methods with Synopsis,AANK13010U ,1
2400,E15,Visual Anthropology,15/16,Visual Anthropology, Visual Anthropology, Visual Anthropology,AANB05090U ,1
2400,E15,"The Anthropology Of Migration, Introductory Course",15/16,"The Anthropology Of Migration, Introductory Course"," The Anthropology of Migration, Introductory Course"," The Anthropology of Migration, Introductory Course",AANB05091U ,1
2400,E15,"Medical Anthropology, Introductory Course",15/16,"Medical Anthropology, Introductory Course"," Medical Anthropology, Introductory Course"," Medical Anthropology, Introductory Course",AANB05093U ,1
2400,E15,Economic Anthropology,15/16,Economic Anthropology, Economic Anthropology, Economic Anthropology,AANB11041U ,1
2400,E15,Organizational Anthropology,15/16,Organizational Anthropology, Organizational Anthropology, Organizational Anthropology,AANB11042U ,1
2400,E15,"Medical Anthropology, Advanced Course: Shifting Shapes Of Sickness",15/16, Shifting Shapes Of Sickness, Shifting Shapes of Sickness," Medical anthropology, advanced course: Shifting Shapes of Sickness",AANK13510U ,0
2400,E15,Antropologisk Metode,15/16,Antropologisk Metode, Antropologisk Metode, Antropologisk Metode,AANB11055U ,1
2400,E15,Anthropological Fieldwork & It`S Many Forms,15/16,Anthropological Fieldwork & It`S Many Forms, Anthropological Fieldwork & it’s many forms, Anthropological Fieldwork & it’s many forms,AANB11056U ,2
2400,E15,Visual Literacy,15/16,Visual Literacy, Visual Literacy, Visual Literacy,AANB11057U ,1
2400,E15,Anthropology Of Marketing,15/16,Anthropology Of Marketing, Antropologisk Metode, Antropologisk Metode,AANB11055U ,12
2400,E15,"Advanced Course In The Anthropology Of Migration: Mobility As Social, Economy And Cultural Resource",15/16," Mobility As Social, Economy And Cultural Resource"," Mobility as Social, Economic and Cultural Resource"," Advanced Course in the Anthropology of Migration: Mobility as Social, Economic and Cultural Resource",AANK13505U ,2
2400,E15,Natural Resources In Anthropological Perspective,15/16,Natural Resources In Anthropological Perspective, Natural Resources in Anthropological Perspective, Natural Resources in Anthropological Perspective,AANB11063U ,1
2400,E15,The Anthropological Project: Guided Research In Environmental Issues,15/16, Guided Research In Environmental Issues, Guided research in environmental issues, The Anthropological Project: Guided research in environmental issues,AANK13516U ,0
2400,E15,The Anthropological Project: Anthropreneurship,15/16, Anthropreneurship, Anthropreneurship, The anthropological project: Anthropreneurship,AANK13518U ,0
2400,F16,Anthropology: Methodology And Analysis,15/16, Methodology And Analysis, Methodology and Analysis, Anthropology: Methodology and Analysis,AANB05024U ,0
2400,F16,Masterprojekt,15/16,Masterprojekt, Bachelorprojekt, Bachelorprojekt,AANB11015U ,6
2400,F16,Danish Culture And Society,15/16,Danish Culture And Society, Danish Culture and Society, Danish Culture and Society,AANB05044U ,1
2400,F16,Antropologi Ii,15/16,Antropologi Ii, Antropologi II, Antropologi II,AANB11002U ,1
2400,F16,Faghistorie Ii,15/16,Faghistorie Ii, Faghistorie II, Faghistorie II,AANB11004U ,1
2400,F16,Videnskabsteori,15/16,Videnskabsteori, Videnskabsteori, Videnskabsteori,AANB11008U ,1
2400,F16,Bachelorprojekt,15/16,Bachelorprojekt, Bachelorprojekt, Bachelorprojekt,AANB11015U ,1
2400,F16,Anvendt Antropologi,15/16,Anvendt Antropologi, Anvendt antropologi, Anvendt antropologi,AANB11007U ,1
2400,F16,Statistik For Antropologer - Og Andre Med Kvalitative Spidskompetencer,15/16,Statistik For Antropologer - Og Andre Med Kvalitative Spidskompetencer, Statistik for antropologer - og andre med kvalitative kompetencer, Statistik for antropologer - og andre med kvalitative kompetencer,AANB05059U ,6
2400,F16,Thesis Seminar,15/16,Thesis Seminar, Faghistorie I, Faghistorie I,AANB11003U ,12
2400,F16,Specialeseminar,15/16,Specialeseminar, Visual Literacy, Visual Literacy,AANB11057U ,13
2400,F16,Introduction To The Anthropology Of Islam And The Middle East,15/16,Introduction To The Anthropology Of Islam And The Middle East, Introduction to the Anthropology of Islam and the Middle East, Introduction to the Anthropology of Islam and the Middle East,AANB05070U ,1
2400,F16,Anthropology And The Environment,15/16,Anthropology And The Environment, Anthropology and the Environment, Anthropology and the Environment,AANB05082U ,1
2400,F16,Ethnographic Approaches To Migration Issues In Scandinavia,15/16,Ethnographic Approaches To Migration Issues In Scandinavia, Ethnographic Approaches to Migration Issues in Scandinavia, Ethnographic Approaches to Migration Issues in Scandinavia,AANB11036U ,1
2400,F16,Antropologisk Analyse,15/16,Antropologisk Analyse, Antropologisk analyse, Antropologisk analyse,AANK13004U ,1
2400,F16,Field Methods With Synopsis,15/16,Field Methods With Synopsis, Field Methods with Synopsis, Field Methods with Synopsis,AANK13010U ,1
2400,F16,Contemporary Anthropological Theory,15/16,Contemporary Anthropological Theory, Contemporary Anthropological Theory, Contemporary Anthropological Theory,AANK13011U ,1
2400,F16,Visual Anthropology,15/16,Visual Anthropology, Visual Anthropology, Visual Anthropology,AANB05090U ,1
2400,F16,"Medical Anthropology, Introductory Course",15/16,"Medical Anthropology, Introductory Course"," Medical Anthropology, Introductory Course"," Medical Anthropology, Introductory Course",AANB05093U ,1
2400,F16,Gender Matters,15/16,Gender Matters, Videnskabsteori, Videnskabsteori,AANB11008U ,10
2400,F16,Contemporary South Asia: Reason And Religion,15/16, Reason And Religion, Reason and Religion, Contemporary South Asia: Reason and Religion,AANB11066U ,0
2400,F16,Urban Anthropology,15/16,Urban Anthropology, Visual Anthropology, Visual Anthropology,AANB05090U ,6
2400,F16,"Political Anthropology, Advanced Course, Rethinking Critical Anthropology",15/16,"Political Anthropology, Advanced Course, Rethinking Critical Anthropology"," Political anthropology, advanced course, Rethinking Critical An-thropology"," Political anthropology, advanced course, Rethinking Critical An-thropology",AANK13517U ,2
2400,F16,"Medical Anthropology, Advanced Course",15/16,"Medical Anthropology, Advanced Course"," Medical Anthropology, Introductory Course"," Medical Anthropology, Introductory Course",AANB05093U ,12
2400,F16,Innovation Og Co-Creation,15/16,Innovation Og Co-Creation, Innovation og co-creation, Innovation og co-creation,AANB11044U ,1
2400,F16,Evaluation Anthropology & The Anthropology Of Evaluation,15/16,Evaluation Anthropology & The Anthropology Of Evaluation, Evaluation Anthropology & the Anthropology of Evaluation, Evaluation Anthropology & the Anthropology of Evaluation,AANK13504U ,1
2400,E15,Statistik For Antropologer - Og Andre Med Kvalitative Spidskompetencer,15/16,Statistik For Antropologer - Og Andre Med Kvalitative Spidskompetencer, Statistik for antropologer - og andre med kvalitative kompetencer, Statistik for antropologer - og andre med kvalitative kompetencer,AANB05059U ,6
2500,E15,Valgfag: Conflict And Peace Making In Divided Societies,15/16, Conflict And Peace Making In Divided Societies, Conflict and Peacemaking in Divided Societies, Conflict and Peacemaking in Divided Societies,ASOA15016U ,1
2500,E15,Almen Sociologi I,15/16,Almen Sociologi I, Almen sociologi I, Almen sociologi I,ASOB05037U ,1
2500,E15,Det Danske Samfund I,15/16,Det Danske Samfund I, Det danske samfund I, Det danske samfund I,ASOB05039U ,1
2500,E15,Sociologiens Videnskabsteori,15/16,Sociologiens Videnskabsteori, Sociologiens videnskabsteori, Sociologiens videnskabsteori,ASOB05006U ,1
2500,E15,Social Differentiering,15/16,Social Differentiering, Social differentiering, Social differentiering,ASOB05007U ,1
2500,E15,Videregående Kvantitative Metoder,15/16,Videregående Kvantitative Metoder, Videregående kvalitative metoder, Videregående kvalitative metoder,ASOB05011U ,3
2500,E15,"Samfundsvid. Metodefag: Evaluering: Metode, Teori Og Praksis",15/16," Metode, Teori Og Praksis"," Metode, teori og praksis - FORÅR 16"," Evaluering: Metode, teori og praksis - FORÅR 16",ASOK15609U ,11
2500,E15,Valgfag: Media Sociology,15/16, Media Sociology, Media Sociology, Media Sociology,ASOA15015U ,0
2500,E15,Sociologisk Temafag: Criminology,15/16, Criminology, Media Sociology, Media Sociology,ASOA15015U ,9
2500,E15,Samfundsvidenskabelig Metodefag: Qualitative Methods: From Theory To Practice,15/16, From Theory To Practice, From Theory to Practice, Qualitative Methods: From Theory to Practice,ASOK15605U ,0
2500,E15,Samfundsvidenskabelig Metodefag: Om Begrebet Survey Og Spørgeskemakonstruktion,15/16, Om Begrebet Survey Og Spørgeskemakonstruktion, Om begrebet survey og spørgeskemakonstruktion, Om begrebet survey og spørgeskemakonstruktion,ASOK15604U ,0
2500,E15,Sociologisk Teorifag: Global Political Sociology,15/16, Global Political Sociology, Global Political Sociology, Global Political Sociology,ASOK15202U ,0
2500,E15,Danish Society,15/16,Danish Society, Media Sociology, Media Sociology,ASOA15015U ,10
2500,E15,At Læse Kapitalen,15/16,At Læse Kapitalen, Å - SLETTET, Å - SLETTET,AOSK15608U ,13
2500,E15,Valgfag: Media Sociologi,15/16, Media Sociologi, Media Sociology, Media Sociology,ASOA15015U ,1
2500,E15,Valgfag: Conflict And Peace Making In Divided Societies.,15/16, Conflict And Peace Making In Divided Societies., Conflict and Peacemaking in Divided Societies, Conflict and Peacemaking in Divided Societies,ASOA15016U ,2
2500,E15,Valgfag: Globalization And Its Discontent,15/16, Globalization And Its Discontent, Globalization and its Discontent, Globalization and its Discontent,ASOA15017U ,0
2500,E15,Sociologisk Temafag: Madens Kultursociologi,15/16, Madens Kultursociologi, Madens kultursociologi, Madens kultursociologi,ASOK15403U ,0
2500,E15,Valgfag: Projektledelse I Organisationer,15/16, Projektledelse I Organisationer, Projektledelse i organisationer, Projektledelse i organisationer,ASOK15801U ,0
2500,E15,"Teori Og Metode: Comparative, Transnational And Global Sociology (Ctgs)",15/16," Comparative, Transnational And Global Sociology "," Comparative, Transnational and Global Sociology"," Comparative, Transnational and Global Sociology",ASOK15201U ,1
2500,E15,Teori Og Metode: Global Political Sociology,15/16, Global Political Sociology, Global Political Sociology, Global Political Sociology,ASOK15202U ,0
2500,E15,Teori Og Metode: Sundhedssociologi,15/16, Sundhedssociologi, Humorens sociologi, Humorens sociologi,ASOK15405U ,6
2500,E15,Teori Og Tema: Dynamikker Mellem Arkitektur Og Socialt Liv I Urbane Byrum,15/16, Dynamikker Mellem Arkitektur Og Socialt Liv I Urbane Byrum, Dynamikker mellem arkitektur og socialt liv i urbane byrum, Dynamikker mellem arkitektur og socialt liv i urbane byrum,ASOK15401U ,0
2500,E15,Teori Og Tema: Madens Kultursociologi,15/16, Madens Kultursociologi, Madens kultursociologi, Madens kultursociologi,ASOK15403U ,0
2500,E15,Teori Og Tema: Humorens Sociologi,15/16, Humorens Sociologi, Humorens sociologi, Humorens sociologi,ASOK15405U ,0
2500,E15,"Teori Og Tema: Rus, Afhængighed Og Marginalisering - Teoretiske Perspektiver",15/16," Rus, Afhængighed Og Marginalisering - Teoretiske Perspektiver"," Rus, afhængighed og marginalisering - teoretiske perspektiver"," Rus, afhængighed og marginalisering - teoretiske perspektiver",ASOK15406U ,0
2500,E15,"Teori Og Tema: Globalisation, International Crisis And Employment Relations In Europe: Institutional Change And Actors Strategies",15/16, Institutional Change And Actors Strategies, Introduktion til Stata, Introduktion til Stata,ASOA05038U ,29
2500,E15,Teori Og Tema: Criminology,15/16, Criminology, Media Sociology, Media Sociology,ASOA15015U ,9
2500,E15,Metode Og Forskningspraksis:  Design Af Mixed Method Studier I Kriminologi Og Problemorienteret Kultursociologi,15/16,  Design Af Mixed Method Studier I Kriminologi Og Problemorienteret Kultursociologi, Design af mixed methods studier i kriminologi og problemorienteret hverdagssociologi NB Kurset er lukket for yderligere tilmelding, Design af mixed methods studier i kriminologi og problemorienteret hverdagssociologi NB Kurset er lukket for yderligere tilmelding,ASOK15601U ,56
2500,E15,"Metode Og Forskningspraksis: Evaluering - Metoder, Teorier Og Praksis",15/16," Evaluering - Metoder, Teorier Og Praksis"," Metode, teori og praksis - FORÅR 16"," Evaluering: Metode, teori og praksis - FORÅR 16",ASOK15609U ,27
2500,E15,Metode Og Forskningspraksis: Qualitative Methods: From Theory To Practice,15/16, From Theory To Practice, From Theory to Practice, Qualitative Methods: From Theory to Practice,ASOK15605U ,0
2500,E15,Metode Og Forskningspraksis: Kvalitative Analyser Af Arbejdsliv,15/16, Kvalitative Analyser Af Arbejdsliv, Kvalitative analyser af arbejdsliv, Kvalitative analyser af arbejdsliv,ASOK15606U ,0
2500,E15,Teori Og Metode: Kvalitative Udforskninger Af Mænds Levede Liv Og Maskuliniteter,15/16, Kvalitative Udforskninger Af Mænds Levede Liv Og Maskuliniteter," Mandeforskning, mænds liv og maskuliniteter"," Mandeforskning, mænds liv og maskuliniteter",ASOA15033U ,24
2500,E15,Metode Og Forskningspraksis: Socialvidenskabelig Forskningsdesign,15/16, Socialvidenskabelig Forskningsdesign, Socialvidenskabelig forskningsdesign, Socialvidenskabelig forskningsdesign,ASOK15603U ,0
2500,E15,Teori Og Metode: Kausale Studier I Kriminologi,15/16, Kausale Studier I Kriminologi, Kausale studier i kriminologi, Kausale studier i kriminologi,ASOK15608U ,0
2500,E15,Metode Og Forskningspraksis:  Om Begrebet Survey Og Spørgeskemakonstruktion,15/16,  Om Begrebet Survey Og Spørgeskemakonstruktion, Om begrebet survey og spørgeskemakonstruktion, Om begrebet survey og spørgeskemakonstruktion,ASOK15604U ,1
2500,E15,"Knowledge, Organization And Politics",15/16,"Knowledge, Organization And Politics"," Welfare, Inequality and Mobility"," Welfare, Inequality and Mobility",ASOK15103U ,22
2500,E15,"Culture, Lifestyle And Everyday Life",15/16,"Culture, Lifestyle And Everyday Life"," Welfare, Inequality and Mobility"," Welfare, Inequality and Mobility",ASOK15103U ,24
2500,E15,"Welfare, Inequality And Mobility",15/16,"Welfare, Inequality And Mobility"," Welfare, Inequality and Mobility"," Welfare, Inequality and Mobility",ASOK15103U ,1
2500,E15,Sociological Project Design,15/16,Sociological Project Design, Sociologisk projektdesign, Sociologisk projektdesign,ASOK15104U ,6
2500,E15,Samfundsvidenskabelig Metodefag: Kausale Studier I Kriminologi,15/16, Kausale Studier I Kriminologi, Kausale studier i kriminologi, Kausale studier i kriminologi,ASOK15608U ,0
2500,E15,Elementære Samfundsvidenskabelige Metoder I,15/16,Elementære Samfundsvidenskabelige Metoder I, Elementære samfundsvidenskabelige metoder I+II, Elementære samfundsvidenskabelige metoder I+II,ASOB05043U ,4
2500,E15,Sociologisk Teorifag: Kvalitative Udforskninger Af Mænds Levede Liv Og Maskuliniteter,15/16, Kvalitative Udforskninger Af Mænds Levede Liv Og Maskuliniteter," Mandeforskning, mænds liv og maskuliniteter"," Mandeforskning, mænds liv og maskuliniteter",ASOA15033U ,24
2500,E15,Valgfag: At Læse Kapitalen,15/16, At Læse Kapitalen, Å - SLETTET, Å - SLETTET,AOSK15608U ,13
2500,E15,"Sociologisk Teorifag: Comparative, Transnational And Global Sociology (Ctgs)",15/16," Comparative, Transnational And Global Sociology "," Comparative, Transnational and Global Sociology"," Comparative, Transnational and Global Sociology",ASOK15201U ,1
2500,E15,Sociologisk Teorifag: Sundhedssociologi,15/16, Sundhedssociologi, Humorens sociologi, Humorens sociologi,ASOK15405U ,6
2500,E15,Sociologisk Temafag: Dynamikker Mellem Arkitektur Og Socialt Liv I Urbane Byrum,15/16, Dynamikker Mellem Arkitektur Og Socialt Liv I Urbane Byrum, Dynamikker mellem arkitektur og socialt liv i urbane byrum, Dynamikker mellem arkitektur og socialt liv i urbane byrum,ASOK15401U ,0
2500,E15,Sociologisk Temafag: Humorens Sociologi,15/16, Humorens Sociologi, Humorens sociologi, Humorens sociologi,ASOK15405U ,0
2500,E15,"Sociologisk Temafag: Rus, Afhængighed Og Marginalisering - Teoretiske Perspektiver",15/16," Rus, Afhængighed Og Marginalisering - Teoretiske Perspektiver"," Rus, afhængighed og marginalisering - teoretiske perspektiver"," Rus, afhængighed og marginalisering - teoretiske perspektiver",ASOK15406U ,0
2500,E15,Samfundsvidenskabelig Metodefag: Design Af Mixed Method Studier I Kriminologi Og Problemorienteret Kultursociologi,15/16, Design Af Mixed Method Studier I Kriminologi Og Problemorienteret Kultursociologi, Design af mixed methods studier i kriminologi og problemorienteret hverdagssociologi NB Kurset er lukket for yderligere tilmelding, Design af mixed methods studier i kriminologi og problemorienteret hverdagssociologi NB Kurset er lukket for yderligere tilmelding,ASOK15601U ,55
2500,E15,Samfundsvidenskabelig Metodefag: Socialvidenskabelig Forskningsdesign,15/16, Socialvidenskabelig Forskningsdesign, Socialvidenskabelig forskningsdesign, Socialvidenskabelig forskningsdesign,ASOK15603U ,0
2500,E15,Samfundsvidenskabelig Metodefag: Kvalitative Analyser Af Arbejdsliv,15/16, Kvalitative Analyser Af Arbejdsliv, Kvalitative analyser af arbejdsliv, Kvalitative analyser af arbejdsliv,ASOK15606U ,0
2500,E15,Klassisk Og Nyere Sociologisk Teori,15/16,Klassisk Og Nyere Sociologisk Teori, Klassisk og nyere sociologisk teori, Klassisk og nyere sociologisk teori,ASOB05012U ,1
2500,F16,Valgfag: Koviko - Kortlægning Af Videnskabelige Kontroverser.,15/16, Koviko - Kortlægning Af Videnskabelige Kontroverser., KOVIKO – Kortlægning af videnskabelige kontroverser, KOVIKO – Kortlægning af videnskabelige kontroverser,ASOA15029U ,2
2500,F16,Teori Og Tema: Massen - Mellem Barbari Og Civilisation,15/16, Massen - Mellem Barbari Og Civilisation, Massen - Mellem Barbari og Civilisation , Massen - Mellem Barbari og Civilisation (NB nyt undervisningstidspunkt - se skemalink),ASOK15410U ,1
2500,F16,Sociologisk Projektdesign,15/16,Sociologisk Projektdesign, Sociologisk projektdesign, Sociologisk projektdesign,ASOK15104U ,1
2500,F16,Danish Society,15/16,Danish Society, Media Sociology, Media Sociology,ASOA15015U ,10
2500,E15,Elementære Samfundsvidenskabelige Metoder Ii,15/16,Elementære Samfundsvidenskabelige Metoder Ii, Elementære samfundsvidenskabelige metoder I+II, Elementære samfundsvidenskabelige metoder I+II,ASOB05043U ,3
2500,F16,Valgfag: Conflict And Peace Making In Divided Societies,15/16, Conflict And Peace Making In Divided Societies, Conflict and Peacemaking in Divided Societies, Conflict and Peacemaking in Divided Societies,ASOA15016U ,1
2500,F16,Politisk Sociologi,15/16,Politisk Sociologi, Politisk Sociologi, Politisk Sociologi,ASOB05009U ,1
2500,F16,Kultursociologi,15/16,Kultursociologi, Kultursociologi, Kultursociologi,ASOB05010U ,1
2500,F16,Videregående Kvalitative Metoder,15/16,Videregående Kvalitative Metoder, Videregående kvalitative metoder, Videregående kvalitative metoder,ASOB05011U ,1
2500,F16,"Samfundsvid. Metodefag: Evaluering: Metode, Teori Og Praksis",15/16," Metode, Teori Og Praksis"," Metode, teori og praksis - FORÅR 16"," Evaluering: Metode, teori og praksis - FORÅR 16",ASOK15609U ,11
2500,F16,Valgfag: Media Sociology,15/16, Media Sociology, Media Sociology, Media Sociology,ASOA15015U ,0
2500,F16,Valgfag: Brush-Up Kursus I Statistik,15/16, Brush-Up Kursus I Statistik, Brush-up kursus i statistik, Brush-up kursus i statistik,ASOA05019U ,0
2500,F16,Samfundsvidenskabelig Metodefag: Qualitative Methods: From Theory To Practice,15/16, From Theory To Practice, From Theory to Practice, Qualitative Methods: From Theory to Practice,ASOK15605U ,0
2500,F16,"Valgfag: Gender, Welfare, Citizenship In Europe. Theoretical Turns And Key Issues.",15/16," Gender, Welfare, Citizenship In Europe. Theoretical Turns And Key Issues."," Gender, Welfare, Citizenship in Europe. Theoretical Turns and Key Issues"," Gender, Welfare, Citizenship in Europe. Theoretical Turns and Key Issues",ASOA15030U ,1
2500,F16,Valgfag: Gender And Body Dynamics. Cross-Disciplinary Perspectives.,15/16, Gender And Body Dynamics. Cross-Disciplinary Perspectives., Gender and Body Dynamics. Cross-disciplinary perspectives, Gender and Body Dynamics. Cross-disciplinary perspectives,ASOA15031U ,1
2500,F16,Teori Og Tema: Comparative Sociology Of Labour Markets.,15/16, Comparative Sociology Of Labour Markets., Comparative Sociology of Labour Markets, Comparative Sociology of Labour Markets,ASOK15418U ,1
2500,F16,Sociologisk Temafag: Comparative Sociology Of Labour Markets.,15/16, Comparative Sociology Of Labour Markets., Comparative Sociology of Labour Markets, Comparative Sociology of Labour Markets,ASOK15418U ,1
2500,F16,Samfundsvidenskabelig Metodefag: Måling Af Årsagssammen Hænge I Samfundsvidenskaberne,15/16, Måling Af Årsagssammen Hænge I Samfundsvidenskaberne, Måling af årsagssammenhænge i samfundsvidenskaberne, Måling af årsagssammenhænge i samfundsvidenskaberne,ASOK15617U ,1
2500,F16,Metode Og Forskningspraksis: Måling Af Årsagssammen Hænge I Samfundsvidenskaberne,15/16, Måling Af Årsagssammen Hænge I Samfundsvidenskaberne, Måling af årsagssammenhænge i samfundsvidenskaberne, Måling af årsagssammenhænge i samfundsvidenskaberne,ASOK15617U ,1
2500,F16,Sociologisk Teorifag: Global Political Sociology,15/16, Global Political Sociology, Global Political Sociology, Global Political Sociology,ASOK15202U ,0
2500,F16,Teori Og Tema: Human Ressource Management,15/16, Human Ressource Management, Human Resource Management, Human Resource Management,ASOA15013U ,1
2500,F16,Valgfag: Media Sociologi,15/16, Media Sociologi, Media Sociology, Media Sociology,ASOA15015U ,1
2500,F16,Valgfag: Conflict And Peace Making In Divided Societies.,15/16, Conflict And Peace Making In Divided Societies., Conflict and Peacemaking in Divided Societies, Conflict and Peacemaking in Divided Societies,ASOA15016U ,2
2500,F16,"Valgfag: Migration, Refugees And Citizenship In A Globalized World",15/16," Migration, Refugees And Citizenship In A Globalized World"," Migration, Refugees and citizenship in a Globalized World"," Migration, Refugees and citizenship in a Globalized World",ASOA15022U ,0
2500,F16,Valgfag: Projektledelse I Organisationer,15/16, Projektledelse I Organisationer, Projektledelse i organisationer, Projektledelse i organisationer,ASOK15801U ,0
2500,F16,Teori Og Metode: Global Political Sociology,15/16, Global Political Sociology, Global Political Sociology, Global Political Sociology,ASOK15202U ,0
2500,F16,Metode Og Forskningspraksis:  Kausale Studier I Kriminologi,15/16,  Kausale Studier I Kriminologi, Kausale studier i kriminologi, Kausale studier i kriminologi,ASOK15608U ,1
2500,F16,Samfundsvidenskabelig Metodefag: Kausale Studier I Kriminologi,15/16, Kausale Studier I Kriminologi, Kausale studier i kriminologi, Kausale studier i kriminologi,ASOK15608U ,0
2500,F16,Sociologisk Teorifag: Political Sociology. Theory,15/16, Political Sociology. Theory, Political Sociology Theory Seminar, Political Sociology Theory Seminar,ASOK15205U ,9
2500,F16,"Sociologisk Temafag: Globalisation, Economic Crisis And Employment Relations In Europe.",15/16," Globalisation, Economic Crisis And Employment Relations In Europe."," Globalisation, international crisis and employment relations in Europe"," Globalisation, international crisis and employment relations in Europe",ASOK15407U ,12
2500,F16,Norbert Elias And Pierre Bourdieu - Relational Sociology For The 21st Century,15/16,Norbert Elias And Pierre Bourdieu - Relational Sociology For The 21st Century, Norbert Elias and Pierre Bourdieu – relational sociology for the 21st century, Norbert Elias and Pierre Bourdieu – relational sociology for the 21st century,ASOK05241U ,2
2500,F16,Teori Og Metode: Political Sociology Theory Seminar,15/16, Political Sociology Theory Seminar, Political Sociology Theory Seminar, Political Sociology Theory Seminar,ASOK15205U ,0
2500,F16,Teori Og Metode: Contemporary Economic Sociology,15/16, Contemporary Economic Sociology, Contemporary Economic Sociology, Contemporary Economic Sociology,ASOK15207U ,0
2500,F16,Teori Og Tema: Politi Og Samfund,15/16, Politi Og Samfund, Politi og Samfund, Politi og Samfund,ASOK15409U ,0
2500,F16,Teori Og Tema: Madsociologi Og Samfundsmæssige Udfordringer,15/16, Madsociologi Og Samfundsmæssige Udfordringer, Madsociologi og samfundsmæssige udfordringer, Madsociologi og samfundsmæssige udfordringer,ASOK15411U ,0
2500,F16,"Teori Og Tema: Globalisation, International Crisis And Employment Relations In Europe: Institutional Change And Actors Strategies",15/16, Institutional Change And Actors Strategies, Introduktion til Stata, Introduktion til Stata,ASOA05038U ,29
2500,F16,"Metode Og Forskningspraksis: Evaluering: Metode, Teori Og Praksis",15/16," Metode, Teori Og Praksis"," Metode, teori og praksis - FORÅR 16"," Evaluering: Metode, teori og praksis - FORÅR 16",ASOK15609U ,11
2500,F16,Metode Og Forskningspraksis:  Anvendt Multilevel Analyse,15/16,  Anvendt Multilevel Analyse, Anvendt multilevel analyse, Anvendt multilevel analyse,ASOK15610U ,1
2500,F16,Metode Og Forskningspraksis: Qualitative Methods: From Theory To Practice,15/16, From Theory To Practice, From Theory to Practice, Qualitative Methods: From Theory to Practice,ASOK15605U ,0
2500,F16,Samfundsvidenskabelig Metodefag: Anvendt Multilevel Analyse,15/16, Anvendt Multilevel Analyse, Anvendt multilevel analyse, Anvendt multilevel analyse,ASOK15610U ,0
2500,F16,Sociologisk Temafag: Human Ressource Management,15/16, Human Ressource Management, Human Resource Management, Human Resource Management,ASOA15013U ,1
2500,F16,Sociologisk Temafag: Politi Og Samfund,15/16, Politi Og Samfund, Politi og Samfund, Politi og Samfund,ASOK15409U ,0
2500,F16,Sociologisk Temafag: Massen - Mellem Barbari Og Civilisation,15/16, Massen - Mellem Barbari Og Civilisation, Massen - Mellem Barbari og Civilisation , Massen - Mellem Barbari og Civilisation (NB nyt undervisningstidspunkt - se skemalink),ASOK15410U ,1
2500,F16,Sociologisk Temafag: Madsociologi Og Samfundsmæssige Udfordringer,15/16, Madsociologi Og Samfundsmæssige Udfordringer, Madsociologi og samfundsmæssige udfordringer, Madsociologi og samfundsmæssige udfordringer,ASOK15411U ,0
2500,F16,Sociologisk Teorifag: Contemporary Economic Sociology,15/16, Contemporary Economic Sociology, Contemporary Economic Sociology, Contemporary Economic Sociology,ASOK15207U ,0
2500,F16,Bachelorprojekt,15/16,Bachelorprojekt, Å - SLETTET, Å - SLETTET,AOSK15608U ,13
2500,F16,Sociologisk Teorifag: Culture-Cognition Interaction In Self- And Identity.,15/16, Culture-Cognition Interaction In Self- And Identity., Culture-Cognition Interaction in Self- and Identity, Culture-Cognition Interaction in Self- and Identity,ASOK15210U ,1
2500,F16,Teori Og Metode: Culture-Cognition Interaction In Self- And Identity.,15/16, Culture-Cognition Interaction In Self- And Identity., Culture-Cognition Interaction in Self- and Identity, Culture-Cognition Interaction in Self- and Identity,ASOK15210U ,1
2500,E15,Valgfag: Globalisation And Its Discontents,15/16, Globalisation And Its Discontents, Globalization and its Discontent, Globalization and its Discontent,ASOA15017U ,2
2500,E15,"Sociologisk Temafag: Globalisation, International Crisis And Employment Relations In Europe: Institutional Change And Actors Strategies",15/16, Institutional Change And Actors Strategies, Introduktion til Stata, Introduktion til Stata,ASOA05038U ,29
2500,E15,Valgfag: Brush-Up Kursus I Statistik,15/16, Brush-Up Kursus I Statistik, Brush-up kursus i statistik, Brush-up kursus i statistik,ASOA05019U ,0
2500,E15,Forretningsstrategier - Udvikling Og Implementering.,15/16,Forretningsstrategier - Udvikling Og Implementering., Forretningsstrategier - udvikling og implementering, Forretningsstrategier - udvikling og implementering,ASOA15026U ,2
2500,E15,Valgfag: Sociologi I Praksis,15/16, Sociologi I Praksis, Sociologisk projektdesign, Sociologisk projektdesign,ASOK15104U ,10
2500,F16,Kvantitative Metoder,15/16,Kvantitative Metoder, Kvantitative Metoder, Kvantitative Metoder,ASOB05004U ,1
2500,F16,Almen Sociologi Ii,15/16,Almen Sociologi Ii, Almen sociologi II, Almen sociologi II,ASOB05038U ,1
2500,F16,Det Danske Samfund Ii,15/16,Det Danske Samfund Ii, Det danske samfund I, Det danske samfund I,ASOB05039U ,2
2500,E15,Valgfag: Sociology Of Organizations,15/16, Sociology Of Organizations, Sociology of Organizations, Sociology of Organizations,ASOA15019U ,0
2500,E15,Valgfag: Forretningsstrategier - Udvikling Og Implementering,15/16, Forretningsstrategier - Udvikling Og Implementering, Forretningsstrategier - udvikling og implementering, Forretningsstrategier - udvikling og implementering,ASOA15026U ,0
