module,error,studyyear,institute_num
2300-E15;Comparative lobbying and lobbying regulations,0,15/16,2300
"2300-E15;Foucault`s Political Challenge: Sovereignty, Security and Government by Truth",0,15/16,2300
2300-E15;The Politics of Citizenship in a Transnational Age: Theories and Key Issues,0,15/16,2300
2300-E15;Credibility and crisis: the politics of macroeconomic governance in hard times,0,15/16,2300
2300-E15;Introduction to game theory,0,15/16,2300
2300-E15;Politics of Reconciliation in Northeast Asia,0,15/16,2300
2300-E15;Jean Monnet The Politics of the European Union - Central Structures and Processes of the EU,0,15/16,2300
2300-E15;Bargaining and International Politics.,0,15/16,2300
2300-E15;Critical IR and Security Studies: the postcolonial challenge,0,15/16,2300
2300-E15;Climate politics from the global to the local level,0,15/16,2300
2300-E15;International Organizations and Cooperation,1,15/16,2300
2300-E15;Ideas in Political Science and International Relations,0,15/16,2300
2300-E15;The Politics of Crisis and Austerity,0,15/16,2300
2300-E15;The `Politics of Political Islam,0,15/16,2300
2300-E15;Israeli-Palestinian Conflict,1,15/16,2300
2300-E15;IR and Social Media: Theory and Cases,0,15/16,2300
2300-E15;Policing Cyberspace: The Politics of Cyber Security,0,15/16,2300
2300-E15;National forvaltning,0,15/16,2300
2300-E15;Samarbejdsdreven politikskabelse - offentlig sektor innovation?,0,15/16,2300
2300-E15;Global klimapoli-tik: Har demokrati-et spillet fallit?,0,15/16,2300
2300-E15;Partier som medlems- og kampagneorganisationer,0,15/16,2300
2300-E15;Ledelse: offentlig ledelse i organisationsteoretisk kontekst,0,15/16,2300
2300-E15;Styring og evaluering,0,15/16,2300
2300-E15;Projektledelse i organisationer,0,15/16,2300
2300-E15;Besparelser og budgetreform i den offentlige sektor,0,15/16,2300
2300-E15;Det danske kommunestyre - velfÃ¦rdssamfundets maskinrum,0,15/16,2300
2300-E15;Dansk og International forbrugerpolitik,1,15/16,2300
2300-E15;Det europÃ¦iske udenrigspolitiske samarbejde og EU som international aktÃ¸r,0,15/16,2300
2300-E15;Global politisk Islam,1,15/16,2300
2300-E15;Visuelle Mediers Betydning for Krig og Konflikt,0,15/16,2300
"2300-E15;Diskursanalyse, konflikter og International Politik Teori",0,15/16,2300
2300-E15;The Politics of Crisis and Austerity,0,15/16,2300
2300-E15;International Aspects of State Fragility,0,15/16,2300
2300-E15;The `Politics of Political Islam,0,15/16,2300
2300-E15;Israeli-Palestinian Conflict,1,15/16,2300
2300-E15;IR and Social Media: Theory and Cases,0,15/16,2300
2300-E15;International Courts and Tribunals and the Politics of Dispute Settlement: An Introduction,0,15/16,2300
2300-E15;Policy Analyse,1,15/16,2300
2300-E15;Politisk adfÃ¦rd,0,15/16,2300
2300-E15;Nye former for politisk deltagelse,0,15/16,2300
2300-E15;Organisation: Organisationsteori og offentlige organisationer,0,15/16,2300
2300-E15;Diplomati i forandring,0,15/16,2300
2300-E15;BudgetlÃ¦gning og Ã¸konomistyring i staten,0,15/16,2300
2300-E15;Geopolitisk teori og analyse,1,15/16,2300
2300-E15;MellemÃ¸sten og den aktuelle verdensorden,0,15/16,2300
2300-E15;`Os og dem?` - Indvandrings- og integrationspolitik i Vesteuropa,0,15/16,2300
2300-E15;VideregÃ¥ende kvantitative metoder,0,15/16,2300
2300-E15;VideregÃ¥ende kvalitative analyser med NVivo,0,15/16,2300
2300-E15;Massen - mellem barbari og civilisation,0,15/16,2300
2300-E15;Comparative lobbying and lobbying regulations,0,15/16,2300
2300-E15;The Politics of Citizenship in a Transnational Age: Theories and Key Issues,0,15/16,2300
"2300-E15;Foucault`s Political Challenge: Sovereignty, Security and Government by Truth",0,15/16,2300
2300-E15;Credibility and crisis: the politics of macroeconomic governance in hard times,0,15/16,2300
2300-E15;Introduction to game theory,0,15/16,2300
2300-E15;Politics of Reconciliation in Northeast Asia,0,15/16,2300
2300-E15;Policing Cyberspace: The Politics of Cyber Security,0,15/16,2300
2300-E15;Research design in International Relations,1,15/16,2300
2300-E15;Asian Security,1,15/16,2300
"2300-E15;Security Studies: Approaches, Debates, Cases",1,15/16,2300
"2300-E15;Greenland at the Crossroads: Climate Change, Asian Interests in the Arctic and developments in Greenland",0,15/16,2300
2300-E15;New threats in the Actic,0,15/16,2300
2300-E15;The Arab Spring: New threats and opportunities,1,15/16,2300
2300-E15;Power relationships in the European Union,0,15/16,2300
2300-E15;Multidimensional Iran,1,15/16,2300
2300-E15;New Visual Media in World Politics,1,15/16,2300
2300-E15;The Danish Labour Market in International Perspective,0,15/16,2300
2300-E15;Power in the globalization,1,15/16,2300
"2300-E15;Approaches to International Conflicts: International Relations, Diplomacy and Conflict Studies",0,15/16,2300
2300-E15;Visuelle Mediers Betydning for Krig og Konflikt,0,15/16,2300
"2300-E15;Diskursanalyse, konflikter og International Politik Teori",0,15/16,2300
2300-E15;Power relationships in the European Union,0,15/16,2300
2300-E15;International Courts and Tribunals and the Politics of Dispute Settlement: An Introduction,0,15/16,2300
2300-E15;Ideology and Political Discourse,0,15/16,2300
2300-E15;Global Public Governance,0,15/16,2300
2300-E15;Symbols and Myths in European Integration,1,15/16,2300
2300-E15;The politics of global finance,0,15/16,2300
2300-E15;Sociological approaches in International Relations,1,15/16,2300
2300-E15;Eksternt og Internt regnskab for virksomheder og den offentlige sektor,0,15/16,2300
2300-E15;Kvalitative studier af Politik og - Lived Experience,0,15/16,2300
2300-E15;Kausal inferens inden for studiet af politisk adfÃ¦rd,1,15/16,2300
"2300-E15;Greenland at the Crossroads: Climate Change, Asian Interests in the Arctic and developments in Greenland",0,15/16,2300
2300-E15;Security Studies and Strategy,0,15/16,2300
2300-E15;Political Risk Analysis,0,15/16,2300
2300-E15;Security Risk Management,0,15/16,2300
2300-E15;Knowledge Production and Evaluation,0,15/16,2300
2300-E15;Intelligence,0,15/16,2300
2300-E15;Transformations of the Public Private Divide,0,15/16,2300
2300-E15;Samarbejdsdreven politikskabelse - offentlig sektor innovation?,0,15/16,2300
2300-E15;Global klimapolitik: Har demokratiet spillet fallit?,0,15/16,2300
2300-E15;Partier som medlems- og kampagneorganisationer,0,15/16,2300
2300-E15;Ledelse: offentlig ledelse i organisationsteoretisk kontekst,0,15/16,2300
2300-E15;Styring og evaluering,0,15/16,2300
2300-E15;Projektledelse i organisationer,0,15/16,2300
2300-E15;Besparelser og budgetreform i den offentlige sektor,0,15/16,2300
2300-E15;Det danske kommunestyre - velfÃ¦rdssamfundets maskinrum,0,15/16,2300
2300-E15;Dansk og International forbrugerpolitik,1,15/16,2300
2300-E15;Det europÃ¦iske udenrigspolitiske samarbejde og EU som international aktÃ¸r,0,15/16,2300
2300-E15;Global politisk Islam,1,15/16,2300
2300-E15;Policy Analyse,1,15/16,2300
2300-E15;Politisk adfÃ¦rd,0,15/16,2300
2300-E15;Nye former for politisk deltagelse,0,15/16,2300
2300-E15;Organisation: Organisationsteori og offentlige organisationer,0,15/16,2300
2300-E15;Effektstyring i den offentlige sektor,0,15/16,2300
2300-E15;Diplomati i forandring,0,15/16,2300
2300-E15;BudgetlÃ¦gning og Ã¸konomistyring i staten,0,15/16,2300
2300-E15;Geopolitisk teori og analyse,1,15/16,2300
2300-E15;MellemÃ¸sten og den aktuelle verdensorden,0,15/16,2300
2300-E15;`Os og dem?` - Indvandrings- og integrationspolitik i Vesteuropa,0,15/16,2300
2300-E15;VideregÃ¥ende kvantitative metoder,0,15/16,2300
2300-E15;VideregÃ¥ende kvalitative analyser med NVivo,0,15/16,2300
2300-E15;Massen - mellem barbari og civilisation,0,15/16,2300
2300-E15;Comparative lobbying and lobbying regulations,0,15/16,2300
2300-E15;The Politics of Citizenship in a Transnational Age: Theories and Key Issues,0,15/16,2300
"2300-E15;Foucault`s Political Challenge: Sovereignty, Security and Government by Truth",0,15/16,2300
2300-E15;Credibility and crisis: the politics of macroeconomic governance in hard times,0,15/16,2300
2300-E15;Introduction to game theory,0,15/16,2300
2300-E15;Politics of Reconciliation in Northeast Asia,0,15/16,2300
2300-E15;Jean Monnet The Politics of the European Union - Central Structures and Processes of the EU,0,15/16,2300
2300-E15;Bargaining and International Politics.,0,15/16,2300
2300-E15;Critical IR and Security Studies: the postcolonial challenge,0,15/16,2300
2300-E15;Climate politics from the global to the local level,0,15/16,2300
2300-E15;International Organizations and Cooperation,1,15/16,2300
2300-E15;Ideas in Political Science and International Relations,0,15/16,2300
2300-E15;The Politics of Crisis and Austerity,0,15/16,2300
2300-E15;International Aspects of State Fragility,0,15/16,2300
2300-E15;The `Politics of Political Islam,0,15/16,2300
2300-E15;Israeli-Palestinian Conflict,1,15/16,2300
2300-E15;IR and Social Media: Theory and Cases,0,15/16,2300
2300-E15;Policing Cyberspace: The Politics of Cyber Security,0,15/16,2300
2300-E15;Research design in International Relations,1,15/16,2300
2300-E15;Asian Security,1,15/16,2300
"2300-E15;Security Studies: Approaches, Debates, Cases",1,15/16,2300
2300-E15;New threats in the Actic,0,15/16,2300
2300-E15;The Arab Spring: New threats and opportunities,1,15/16,2300
2300-E15;Multidimensional Iran,1,15/16,2300
2300-E15;New Visual Media in World Politics,1,15/16,2300
2300-E15;The Danish Labour Market in International Perspective,0,15/16,2300
2300-E15;Power in the globalization,1,15/16,2300
"2300-E15;Approaches to International Conflicts: International Relations, Diplomacy and Conflict Studies",0,15/16,2300
2300-E15;Skriftlig og digital formidling,0,15/16,2300
2300-E15;Skriftlig og digital formidling,0,15/16,2300
2300-E15;Research design in International Relations,1,15/16,2300
2300-E15;Advanced Quantitative Methods in Political Science,0,15/16,2300
"2300-E15;From Theory to Methods Workshop: International Relations, Diplomacy and Conflict Studies",0,15/16,2300
2300-E15;International Aspects of State Fragility,0,15/16,2300
2300-E15;Asian Security,1,15/16,2300
"2300-E15;Security Studies: Approaches, Debates, Cases",1,15/16,2300
"2300-E15;Greenland at the Crossroads: Climate Change, Asian Interests in the Arctic and developments in Greenland",0,15/16,2300
2300-E15;New threats in the Actic,0,15/16,2300
2300-E15;The Arab Spring: New threats and opportunities,1,15/16,2300
2300-E15;Multidimensional Iran,1,15/16,2300
2300-E15;New Visual Media in World Politics,1,15/16,2300
2300-E15;The Danish Labour Market in International Perspective,0,15/16,2300
2300-E15;Power in the globalization,1,15/16,2300
2300-E15;Projektorienteret forlÃ¸b (politologisk fag) 7.5 ects,1,15/16,2300
2300-E15;Projektorienteret forlÃ¸b (politologisk fag) 15 ects,1,15/16,2300
2300-E15;Projektorienteret forlÃ¸b (politologisk fag) 22.5 ects,1,15/16,2300
2300-E15;Projektorienteret forlÃ¸b (politologisk fag) 30 ects,1,15/16,2300
2300-E15;Projektorienteret forlÃ¸b (samfundsvidenskabeligt fag) 7.5 ects,1,15/16,2300
2300-E15;Projektorienteret forlÃ¸b (samfundsvidenskabeligt fag) 15 ects,1,15/16,2300
2300-E15;Projektorienteret forlÃ¸b (samfundsvidenskabeligt fag) 22.5 ects,1,15/16,2300
2300-E15;Projektorienteret forlÃ¸b (samfundsvidenskabeligt fag) 30 ects,1,15/16,2300
2300-F16;Dansk og international forbrugerpolitik,1,15/16,2300
2300-F16;Dansk og international forbrugerpolitik,1,15/16,2300
"2300-F16;Greenland at the crossroads: Climate Change, Asian interests in the Arctic and developments in Greenland",1,15/16,2300
2300-F16;Economic crisis: A brief history of time.,1,15/16,2300
2300-F16;Evaluation Society Revisited.,1,15/16,2300
2300-F16;Academic Interviewing.,0,15/16,2300
2300-F16;Behavioural Public Politics,0,15/16,2300
2300-F16;International Organizations and Cooperation.,0,15/16,2300
2300-F16;Climate Change Adaptation - Building Resilience in Cities,0,15/16,2300
2300-F16;Climate Change Adaptation - Building Resilience in Cities,0,15/16,2300
2300-F16;Climate Change Adaptation - Building Resilience in Cities,0,15/16,2300
2300-F16;Specialeseminar,0,15/16,2300
2300-F16;Projektledelse i organisationer,0,15/16,2300
2300-F16;Projektledelse i organisationer,0,15/16,2300
2300-E15;Ideology and Political Discourse,0,15/16,2300
2300-E15;Global Public Governance,0,15/16,2300
2300-E15;Symbols and Myths in European Integration,1,15/16,2300
2300-E15;The politics of global finance,0,15/16,2300
2300-E15;Sociological approaches in International Relations,1,15/16,2300
2300-E15;Eksternt og Internt regnskab for virksomheder og den offentlige sektor,0,15/16,2300
2300-E15;Kvalitative studier af Politik og - Lived Experience,0,15/16,2300
2300-E15;Kausal inferens inden for studiet af politisk adfÃ¦rd,1,15/16,2300
2300-E15;Advanced Quantitative Methods in Political Science,0,15/16,2300
"2300-E15;From Theory to Methods Workshop: International Relations, Diplomacy and Conflict Studies",0,15/16,2300
2300-E15;Elites and Power in Africa,1,15/16,2300
2300-E15;Helping Africa,1,15/16,2300
2300-E15;Conflicts in Africa,1,15/16,2300
2300-E15;Human Rights and Violence in Africa,1,15/16,2300
"2300-E15;Technology, Bureaucracy and Legitimacy in Future Battlefields",0,15/16,2300
"2300-E15;Technology, Bureaucracy and Legitimacy in Future Battlefields",0,15/16,2300
"2300-E15;Technology, Bureaucracy and Legitimacy in Future Battlefields",0,15/16,2300
2300-E15;Politisk adfÃ¦rd,0,15/16,2300
2300-E15;Nye former for politisk deltagelse,0,15/16,2300
2300-E15;Organisation: Organisationsteori og offentlige organisationer,0,15/16,2300
"2300-E15;Approaches to International Conflicts: International Relations, Diplomacy and Conflict Studies",0,15/16,2300
2300-E15;The politics of global finance,0,15/16,2300
2300-E15;Sociological approaches in International Relations,1,15/16,2300
2400-E15;Introduction to Anthropology,0,15/16,2400
2400-E15;Anthropology: methodology and analysis,0,15/16,2400
2400-E15;Udvalgte temaer i sundhedsantropologi,0,15/16,2400
2400-E15;Danish Culture and Society,0,15/16,2400
2400-E15;Faghistorie I,0,15/16,2400
2400-E15;Bachelorprojekt,0,15/16,2400
2400-E15;Antropologi I,0,15/16,2400
2400-E15;Thesis Seminar,0,15/16,2400
2400-E15;Feltarbejde,1,15/16,2400
2400-E15;Antropologisk analyse,0,15/16,2400
2400-E15;Fieldwork,1,15/16,2400
2400-E15;Specialeseminar,0,15/16,2400
2400-E15;Anthropological Analyses,0,15/16,2400
2400-E15;Contemporary Anthropological Theory,0,15/16,2400
2400-E15;Ethnographic approaches to migration issues in Scandinavia,0,15/16,2400
2400-E15;Feltarbejde,1,15/16,2400
2400-E15;Antropologisk analyse,0,15/16,2400
2400-E15;Field Methods with Synopsis,0,15/16,2400
2400-E15;Contemporary Anthropological Theory,0,15/16,2400
2400-E15;Anthropological Analyses,0,15/16,2400
2400-E15;Visual Anthropology,0,15/16,2400
"2400-E15;The Anthropology of Migration, Introductory course",0,15/16,2400
"2400-E15;Medical Anthropology, introductory course",0,15/16,2400
2400-E15;Economic Anthropology,0,15/16,2400
2400-E15;Organizational Anthropology,0,15/16,2400
"2400-E15;Medical anthropology, advanced course: Shifting Shapes of Sickness",0,15/16,2400
2400-E15;Antropologisk Metode,0,15/16,2400
2400-E15;Anthropological Fieldwork & it`s many forms,0,15/16,2400
2400-E15;Visual Literacy,0,15/16,2400
2400-E15;Anthropology of marketing; performance and tricksters,0,15/16,2400
"2400-E15;Advanced Course in the Anthropology of Migration: Mobility as Social, Economy and Cultural Resource",0,15/16,2400
2400-E15;Natural resources in anthropological perspective,0,15/16,2400
2400-E15;The anthropological project: Guided research in environmental issues,0,15/16,2400
2400-E15;The anthropological project: Anthropreneurship,0,15/16,2400
2400-F16;Forskningspraktikopgave,1,15/16,2400
2400-B5-5F15;Entreprenant antropologi og sociologi,1,15/16,2400
2400-B5-5F16;Etnografisk Film Metode - et `hands-on` modul,1,15/16,2400
"2400-B5-5F15;International Consultancy, Anthropology in Practice",1,15/16,2400
2400-B5-5F15;Statistik for Antropologer - og andre med kvalitative spidskompetencer,1,15/16,2400
2400-B5-5F16;Selvstudium af valgfrit antropologisk kursus,1,15/16,2400
2400-B5-5F15;At tÃ¦nke Entreprenant: fra faglighed til forretning.,1,15/16,2400
2400-B5-5F16;Using anthropology`s analytical tools to solve business problems.,1,15/16,2400
2400-B5-5F16;Sustainability in the Social and Human Sciences.,1,15/16,2400
2400-B5-5F15;Etnografisk Film Metode - et `hands-on` modul,1,15/16,2400
2400-B5-5F15;Selvstudium af valgfrit antropologisk kursus,1,15/16,2400
"2400-F16;Projektorienteret forlÃ¸b, 15 ECTS",1,15/16,2400
2400-E15;Fieldwork,1,15/16,2400
2400-E15;Field Methods,1,15/16,2400
2400-F16;Anthropology: methodology and analysis,0,15/16,2400
2400-F16;Masterprojekt,0,15/16,2400
2400-F16;Danish Culture and Society,0,15/16,2400
2400-F16;Antropologi II,0,15/16,2400
2400-F16;Faghistorie II,0,15/16,2400
2400-F16;Videnskabsteori,0,15/16,2400
2400-F16;Bachelorprojekt,0,15/16,2400
2400-F16;Anvendt antropologi,0,15/16,2400
2400-F16;Statistik for Antropologer - og andre med kvalitative spidskompetencer,0,15/16,2400
2400-F16;Thesis Seminar,0,15/16,2400
2400-F16;Specialeseminar,0,15/16,2400
2400-F16;Introduction to the Anthropology of Islam and the Middle East,0,15/16,2400
2400-F16;Anthropology and the Environment,0,15/16,2400
2400-F16;Ethnographic approaches to migration issues in Scandinavia,0,15/16,2400
2400-F16;Feltarbejde,1,15/16,2400
2400-F16;Antropologisk analyse,0,15/16,2400
2400-F16;Field Methods with Synopsis,0,15/16,2400
2400-F16;Contemporary Anthropological Theory,0,15/16,2400
2400-F16;Fieldwork,1,15/16,2400
2400-F16;Visual Anthropology,0,15/16,2400
"2400-F16;Medical Anthropology, introductory course",0,15/16,2400
2400-F16;Gender matters,0,15/16,2400
2400-F16;Contemporary South Asia: Reason and Religion,0,15/16,2400
2400-F16;Urban Anthropology,0,15/16,2400
"2400-F16;Political anthropology, advanced course, Rethinking Critical Anthropology",0,15/16,2400
"2400-F16;Medical Anthropology, advanced course; Biosocialities and citizenships",0,15/16,2400
2400-F16;Innovation og co-creation,0,15/16,2400
2400-F16;Evaluation Anthropology & the Anthropology of Evaluation,0,15/16,2400
2400-F16;Selvstudium af valgfrit antropologisk kursus,1,15/16,2400
2400-F16;Selvstudium af valgfrit antropologisk kursus,1,15/16,2400
"2400-E15;Projektorienteret forlÃ¸b, 15 ECTS",1,15/16,2400
"2400-E15;Projektorienteret forlÃ¸b, 22,5 ECTS",1,15/16,2400
"2400-E15;Projektorienteret forlÃ¸b, 30 ECTS",1,15/16,2400
"2400-F16;Projektorienteret forlÃ¸b, 30 ECTS",1,15/16,2400
2400-E15;Praktik 15 ECTS,1,15/16,2400
"2400-E15;Praktik (22,5 ECTS)",1,15/16,2400
2400-E15;Praktik 30 ECTS,1,15/16,2400
2400-E15;Selvstudium af valgfrit antropologisk kursus,1,15/16,2400
"2400-F16;Forskningspraktikopgave 7,5 ECTS",1,15/16,2400
2400-E15;Master`s Thesis,1,15/16,2400
2400-E15;Kandidatspeciale,1,15/16,2400
2400-F16;Master`s Thesis,1,15/16,2400
2400-F16;Kandidatspeciale,1,15/16,2400
2400-E15;Forskningspraktikopgave,1,15/16,2400
2400-E15;Selvstudium af valgfrit antropologisk kursus,1,15/16,2400
2400-E15;Statistik for Antropologer - og andre med kvalitative spidskompetencer,0,15/16,2400
2400-E15;Kandidatspeciale,1,15/16,2400
2400-E15;Master Thesis,1,15/16,2400
2400-E15;Deskriptiv statistik og introduktion til SPSS for antropologer og andre med kvalitative spidskompetencer,1,15/16,2400
2500-E15;Valgfag: Conflict and Peace Making in Divided Societies,0,15/16,2500
2500-E15;Almen sociologi I,0,15/16,2500
2500-E15;Det Danske Samfund I,0,15/16,2500
2500-E15;Sociologiens videnskabsteori,0,15/16,2500
2500-E15;Social differentiering,0,15/16,2500
2500-E15;VideregÃ¥ende kvantitative metoder,0,15/16,2500
"2500-E15;Samfundsvid. metodefag: Evaluering: Metode, teori og praksis",0,15/16,2500
2500-E15;Valgfag: Media Sociology,0,15/16,2500
2500-E15;Valgfag: Globalisation and International Migration,1,15/16,2500
2500-E15;Sociologisk temafag: Criminology,0,15/16,2500
2500-E15;Samfundsvidenskabelig metodefag: Qualitative Methods: From Theory to practice,0,15/16,2500
2500-E15;Samfundsvidenskabelig metodefag: Om begrebet Survey og spÃ¸rgeskemakonstruktion,0,15/16,2500
2500-E15;Sociologisk teorifag: Global Political Sociology,0,15/16,2500
2500-E15;Danish Society,0,15/16,2500
2500-E15;At lÃ¦se kapitalen,0,15/16,2500
2500-E15;Valgfag: Media Sociologi,0,15/16,2500
2500-E15;Valgfag: Conflict and Peace Making in Divided Societies.,0,15/16,2500
2500-E15;Valgfag: Globalization and its Discontent,0,15/16,2500
2500-E15;Sociologisk temafag: Madens kultursociologi,0,15/16,2500
2500-E15;Valgfag: Projektledelse i organisationer,0,15/16,2500
"2500-E15;Teori og Metode: Comparative, Transnational and Global Sociology (CTGS)",0,15/16,2500
2500-E15;Teori og Metode: Global Political Sociology,0,15/16,2500
2500-E15;Teori og Metode: Sundhedssociologi,0,15/16,2500
2500-E15;Teori og tema: Dynamikker mellem arkitektur og socialt liv i urbane byrum,0,15/16,2500
2500-E15;Teori og tema: Madens kultursociologi,0,15/16,2500
2500-E15;Teori og tema: Humorens Sociologi,0,15/16,2500
"2500-E15;Teori og tema: Rus, afhÃ¦ngighed og marginalisering - teoretiske perspektiver",0,15/16,2500
"2500-E15;Teori og tema: Globalisation, international crisis and employment relations in Europe: institutional change and actors strategies",0,15/16,2500
2500-E15;Teori og tema: Criminology,0,15/16,2500
2500-E15;Teori og tema: Hipsteren - nye tendenser i populÃ¦rkulturen: Et kursus i undervisningsbaseret forskning,1,15/16,2500
2500-E15;Metode og Forskningspraksis:  Design af mixed method studier i kriminologi og problemorienteret kultursociologi,0,15/16,2500
"2500-E15;Metode og Forskningspraksis: Evaluering - metoder, teorier og praksis",0,15/16,2500
2500-E15;Metode og Forskningspraksis: Qualitative Methods: from theory to practice,0,15/16,2500
2500-E15;Metode og Forskningspraksis: Kvalitative analyser af arbejdsliv,0,15/16,2500
2500-E15;Teori og Metode: Kvalitative udforskninger af mÃ¦nds levede liv og maskuliniteter,0,15/16,2500
2500-E15;Metode og Forskningspraksis: Socialvidenskabelig forskningsdesign,0,15/16,2500
2500-E15;Teori og metode: Kausale studier i kriminologi,0,15/16,2500
2500-E15;Metode og Forskningspraksis:  Om begrebet survey og spÃ¸rgeskemakonstruktion,0,15/16,2500
2500-E15;Valgfag: Projektledelse i organisationer,0,15/16,2500
"2500-E15;Knowledge, organization and politics",0,15/16,2500
"2500-E15;Culture, Lifestyle and Everyday Life",0,15/16,2500
"2500-E15;Welfare, Inequality and Mobility",0,15/16,2500
2500-E15;Sociological project design,0,15/16,2500
2500-E15;Danish Society,0,15/16,2500
2500-E15;Samfundsvidenskabelig metodefag: Kausale studier i kriminologi,0,15/16,2500
2500-E15;ElementÃ¦re samfundsvidenskabelige metoder I,0,15/16,2500
"2500-E15;Sociologisk temafag: Globalisation, economic crisis and employment relations in Europe.",1,15/16,2500
2500-E15;Sociologisk teorifag: Kvalitative udforskninger af mÃ¦nds levede liv og maskuliniteter,0,15/16,2500
2500-E15;Valgfag: At lÃ¦se kapitalen,0,15/16,2500
"2500-E15;Sociologisk teorifag: Comparative, Transnational and Global Sociology (CTGS)",0,15/16,2500
2500-E15;Sociologisk teorifag: Sundhedssociologi,0,15/16,2500
2500-E15;Sociologisk temafag: Dynamikker mellem arkitektur og socialt liv i urbane byrum,0,15/16,2500
2500-E15;Sociologisk temafag: Hipsteren - nye tendenser i populÃ¦rkulturen: Et kursus i undervisningsbaseret forskning,1,15/16,2500
2500-E15;Sociologisk temafag: Humorens Sociologi,0,15/16,2500
"2500-E15;Sociologisk temafag: Rus, afhÃ¦ngighed og marginalisering - teoretiske perspektiver",0,15/16,2500
2500-E15;Samfundsvidenskabelig metodefag: Design af mixed method studier i kriminologi og problemorienteret kultursociologi,0,15/16,2500
2500-E15;Samfundsvidenskabelig metodefag: Socialvidenskabelig forskningsdesign,0,15/16,2500
2500-E15;Samfundsvidenskabelig metodefag: Kvalitative analyser af arbejdsliv,0,15/16,2500
2500-E15;Sociologisk teorifag: Families in Crises - the changing balance of power between men,1,15/16,2500
2500-E15;Klassisk og nyere sociologisk teori,0,15/16,2500
2500-F16;Valgfag: KOVIKO - KortlÃ¦gning af Videnskabelige Kontroverser.,0,15/16,2500
2500-F16;Valgfag: Familier og forÃ¦ldreskaber,1,15/16,2500
"2500-F16;Teori og Metode: Fransk pragmatisk sociologi: Boltanski, ThÃ©venot, Latour",1,15/16,2500
2500-F16;Teori og Tema: Massen - mellem barbari og civilisation,0,15/16,2500
2500-F16;Sociologisk projektdesign,0,15/16,2500
2500-F16;Danish Society,0,15/16,2500
2500-F16;Sociologisk temafag: Hipsteren - nye tendenser i populÃ¦rkulturen: Et kursus i undervisningsbaseret forskning,1,15/16,2500
2500-F16;Teori og Tema: Hipsteren - nye tendenser i populÃ¦rkulturen: Et kursus i undervisningsbaseret forskning,1,15/16,2500
"2500-B5-5F15;Gender and Body Dynamics Denmark-China, 5 ECTS",1,15/16,2500
2500-B5-5F15;Valgfag: KÃ¸nne(de) tal. Kritisk blik pÃ¥ kvantitative metoder med fokus pÃ¥ kÃ¸n og krop,1,15/16,2500
2500-B5-5F16;Valgfag: Introduktion til Stata,1,15/16,2500
2500-B5-5F16;Valgfag: Organizations - Innovation and change,1,15/16,2500
"2500-B5-5F16;Vf: Democracy, Democratization and Civil Soc. in Comparative Perspective",1,15/16,2500
"2500-B5-5F16;Valgfag: Democracy, Democratisation and Civil Society in Comparative Perspective",1,15/16,2500
"2500-B5-5F15;Samfundsvidenskabelig metodefag: Avanceret spÃ¸rgeskemateori: Sociale indikatorer, validerede mÃ¥l og psykometriske skalaer",1,15/16,2500
"2500-B5-5F15;Metode og Forskningspraksis: Avanceret spÃ¸rgeskemateori: Sociale indikatorer, validerede mÃ¥l og psykometriske skalaer",1,15/16,2500
2500-B5-5F16;Valgfag: Faktoranalyse og strukturelle ligningsmodeller.,1,15/16,2500
2500-B5-5F16;Valgfag: Faktoranalyse og strukturelle ligningsmodeller.,1,15/16,2500
"2500-B5-5F16;Valgfag: Mandeforskning, mÃ¦nds liv og maskuliniteter.",1,15/16,2500
"2500-B5-5F16;Valgfag: Mandeforskning, mÃ¦nds liv og maskuliniteter.",1,15/16,2500
2500-B5-5F15;Valgfag: Introduktion til Stata,1,15/16,2500
2500-B5-5F15;Valgfag: Organizations - Innovation and change,1,15/16,2500
"2500-B5-5F15;Vf: Democracy, Democratization and Civil Soc. in Comparative Perspective",1,15/16,2500
"2500-B5-5F15;Valgfag: Democracy, Democratisation and Civil Society in Comparative Perspective",1,15/16,2500
2500-E15;ElementÃ¦re samfundsvidenskabelige metoder II,0,15/16,2500
2500-E15;Speciale,1,15/16,2500
2500-F16;Speciale,1,15/16,2500
2500-F16;Valgfag: Conflict and Peace Making in Divided Societies,0,15/16,2500
2500-F16;Politisk sociologi,0,15/16,2500
2500-F16;Kultursociologi,0,15/16,2500
2500-F16;VideregÃ¥ende kvalitative metoder,0,15/16,2500
"2500-F16;Samfundsvid. metodefag: Evaluering: Metode, teori og praksis",0,15/16,2500
2500-F16;Valgfag: Media Sociology,0,15/16,2500
2500-F16;Valgfag: Brush-up kursus i statistik,0,15/16,2500
2500-F16;Samfundsvidenskabelig metodefag: Qualitative Methods: From Theory to practice,0,15/16,2500
2500-F16;Sociologisk temafag: Forbrugerkultur,1,15/16,2500
2500-F16;Valgfag: KOVIKO - KortlÃ¦gning af Videnskabelige Kontroverser.,0,15/16,2500
"2500-F16;Valgfag: Gender, Welfare, Citizenship in Europe. Theoretical Turns and Key Issues.",0,15/16,2500
"2500-F16;Valgfag: Gender, Welfare, Citizenship in Europe. Theoretical Turns and Key Issues.",0,15/16,2500
2500-F16;Valgfag: Gender and Body Dynamics. Cross-disciplinary perspectives.,0,15/16,2500
2500-F16;Teori og Tema: Comparative Sociology of Labour Markets.,0,15/16,2500
